Transaction Date,Type,Market,Amount,Rate inc. fee,Rate ex. fee,Fee,Fee AUD (inc GST),GST AUD,Total AUD,Total (inc GST)
13/02/2020 19:30,Sell,BCH/AUD,0.2,675.5,682.3232323,1.3646464646464551 AUD,1.36,0.12,135.1,135.1 AUD
12/02/2020 11:11,Sell,ZRX/LINK,3.43542254,0.071604938,0.07232822,0.0024847799890260758 LINK,0.02,0,1.52,0.24599321891358042 LINK
11/02/2020 22:42,Sell,SKY/ZRX,300,2.296977863,2.32017966,6.960538979788225 ZRX,3.18,0.29,314.62,689.0933589990376 ZRX
11/02/2020 22:33,Buy,ZRX/AUD,44.34206354,0.451039,0.446573267,0.1980198019801982 AUD,0.2,0.02,20,20.00 AUD
8/02/2020 11:02,Sell,PPT/LINK,110.4768919,0.134371487,0.135728774,0.14994893123918906 LINK,0.76,0.07,75.18,14.844944192679707 LINK
4/02/2020 17:27,Buy,LINK/AUD,30.38096297,4.196707,4.155155447,1.2623762376237693 AUD,1.26,0.11,127.5,127.50 AUD
4/02/2020 15:44,Sell,ICX/AUD,200,0.637497,0.643936364,1.2878727272727275 AUD,1.29,0.12,127.5,127.4994 AUD
4/02/2020 8:48,Buy,LINK/AUD,3.12098902,4.299919,4.257345549,0.13287128712871343 AUD,0.13,0.01,13.42,13.42 AUD
4/02/2020 8:47,Buy,BAT/AUD,100,0.365787,0.362178218,0.3621782178217856 AUD,0.36,0.03,36.58,36.58 AUD
31/01/2020 14:20,Buy,PPT/AUD,110.4768919,0.5431,0.537722772,0.594059405940591 AUD,0.59,0.05,60,60.00 AUD
22/01/2020 23:44,Buy,ETH/AUD,0.39751947,251.56,249.0693122,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
18/01/2020 22:49,Sell,SKY/LINK,50,0.193787506,0.195744956,0.09787247801344989 LINK,0.39,0.04,38.41,9.6893753233316 LINK
18/01/2020 22:46,Sell,SKY/ETH,160,0.00312439,0.003155949,0.005049518516124452 ETH,1.26,0.11,124.3,0.49990233309632004 ETH
15/01/2020 13:56,Sell,ETH/BTC,0.00396194,0.018717049,0.01890611,7.490487345340025e-7 BTC,0.01,0,0.95,0.000074155824718866 BTC
15/01/2020 13:55,Sell,SKY/ETH,4.71986418,0.002362132,0.002385992,0.00011261557128124967 ETH,0.03,0,2.73,0.011148941556843745 ETH
15/01/2020 9:23,Sell,DGB/SKY,11200,0.014707131,0.014855688,1.6638370118845671 SKY,1.01,0.09,99.79,164.7198641765712 SKY
14/01/2020 14:28,Sell,ONG/ETH,0.0083394,0.000671543,0.000678326,5.656830679646977e-8 ETH,0,0,0,0.000005600262372850484 ETH
14/01/2020 14:27,Sell,DGB/ETH,30.90745732,3.89117E-05,3.93048E-05,0.00001214810038665799 ETH,0,0,0.26,0.0012026619382791471 ETH
14/01/2020 14:25,Buy,DGB/AUD,11230.90746,0.008904,0.008815842,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
23/12/2019 20:41,Buy,ETH/AUD,0.04260474,198.1,196.1386372,0.08356435643564275 AUD,0.08,0.01,8.44,8.44 AUD
23/12/2019 20:39,Buy,MIOTA/AUD,170,0.244443,0.242050087,0.4114851485148492 AUD,0.41,0.04,41.56,41.56 AUD
18/12/2019 15:07,Sell,ETN/BTC,1,4.95E-07,5.00E-07,4.999999999999952e-9 BTC,0,0,0,4.95e-7 BTC
18/12/2019 15:01,Buy,BTC/AUD,0.01510107,9933.07,9834.723731,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
10/12/2019 7:53,Sell,LINK/BTC,0.39722161,0.000272201,0.00027495,0.0000010921608166949986 BTC,0.01,0,1.16,0.000108123920852805 BTC
10/12/2019 7:52,Sell,FTM/BTC,0.91966676,1.6434E-06,0.00000166,1.526646821599997e-8 BTC,0,0,0.02,0.000001511380353384 BTC
10/12/2019 7:51,Sell,XLM/BTC,3.81349201,7.2963E-06,0.00000737,2.8105436113700047e-7 BTC,0,0,0.3,0.000027824381752563 BTC
10/12/2019 7:50,Sell,HOT/BTC,518.0150681,8.91E-08,9.00E-08,4.6621356128100344e-7 BTC,0,0,0.49,0.000046155142566819 BTC
10/12/2019 7:48,Sell,ETC/BTC,21,0.000508514,0.00051365,0.0001078664999999996 BTC,1.16,0.11,114.47,0.0106787835 BTC
10/12/2019 7:47,Sell,BTG/BTC,15,0.000780744,0.00078863,0.00011829449999999943 BTC,1.27,0.12,125.54,0.0117111555 BTC
10/12/2019 7:46,Sell,AION/BTC,1165,8.3457E-06,0.00000843,0.00009820949999999988 BTC,1.05,0.1,104.21,0.0097227405 BTC
9/12/2019 22:13,Sell,ETN/HOT,1,5.049,5.1,0.051000000000000156 HOT,0,0,0.01,5.049 HOT
9/12/2019 22:12,Sell,SC/HOT,1,1.98,2,0.020000000000000018 HOT,0,0,0,1.98 HOT
9/12/2019 22:11,Sell,BTG/HOT,1.85393257,7827.138,7906.2,146.5756168493408 HOT,0.16,0.01,15.86,14510.986068084661 HOT
6/12/2019 17:23,Sell,ETN/FTM,2,0.287790698,0.290697674,0.005813953488372103 FTM,0,0,0.01,0.575581395348838 FTM
6/12/2019 17:22,Sell,MIOTA/LINK,19.26445963,0.098482991,0.099477769,0.019163854633020172 LINK,0.06,0.01,5.65,1.897221608668995 LINK
4/12/2019 22:00,Sell,BCN/FTM,1,0.024146341,0.024390244,0.00024390243902439393 FTM,0,0,0,0.024146341463415 FTM
4/12/2019 21:59,Sell,XVG/FTM,1,0.319939024,0.323170732,0.0032317073170731736 FTM,0,0,0.01,0.319939024390244 FTM
4/12/2019 21:54,Buy,BTG/AUD,16.85393257,8.9,8.811881196,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
2/12/2019 18:01,Sell,DOGE/MIOTA,2,0.010679612,0.010787487,0.00021574973031282876 MIOTA,0,0,0.01,0.02135922330097 MIOTA
2/12/2019 18:00,Sell,POE/MIOTA,2.73373428,0.009967638,0.010068321,0.0002752411357065769 MIOTA,0,0,0.01,0.027248872434951252 MIOTA
2/12/2019 18:00,Sell,ONG/MIOTA,0.0169816,0.539320388,0.544768069,0.00009251033441208187 MIOTA,0,0,0,0.009158523106796124 MIOTA
2/12/2019 17:55,Sell,ICX/MIOTA,29.68927411,0.646923631,0.653458213,0.19400700012802474 MIOTA,0.06,0.01,5.71,19.20669301267456 MIOTA
1/12/2019 9:51,Sell,MIOTA/ICX,20,1.484463705,1.499458288,0.2998916576381383 ICX,0.06,0.01,6.12,29.689274106175517 ICX
29/11/2019 23:35,Buy,XLM/AUD,62.413624,0.089724,0.088835644,0.055445544554455495 AUD,0.06,0.01,5.6,5.60 AUD
29/11/2019 23:32,Buy,MIOTA/AUD,350,0.326829,0.323620934,1.1326732673267372 AUD,1.13,0.1,114.4,114.40 AUD
27/11/2019 7:58,Sell,AION/XLM,15,1.061845018,1.072570726,0.1608856088560895 XLM,0.01,0,1.36,15.92767527675276 XLM
27/11/2019 7:55,Sell,LTC/XLM,0.02,799.082027,807.1535627,0.16143071253071106 XLM,0.01,0,1.36,15.98164054054054 XLM
27/11/2019 7:54,Sell,LTC/XLM,0.004,799.4456757,807.5208845,0.03230083538083539 XLM,0,0,0.27,3.197782702702703 XLM
27/11/2019 7:53,Sell,AION/XLM,7.68290886,1.06409816,1.074846626,0.0825794866424534 XLM,0.01,0,0.7,8.17536917760295 XLM
27/11/2019 7:52,Sell,MCO/XLM,0.04885827,64.9136319,65.56932515,0.03203603792061349 XLM,0,0,0.27,3.171567754140736 XLM
27/11/2019 7:51,Sell,ZIL/XLM,47.37520445,0.087460123,0.088343558,0.041852941354601825 XLM,0,0,0.35,4.143441194105544 XLM
27/11/2019 7:51,Buy,XLM/AUD,1728.130508,0.086799,0.085939604,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
27/11/2019 7:43,Sell,BTTC/XLM,2252.302174,0.004858896,0.004907975,0.11054243796857754 XLM,0.01,0,0.93,10.943701358889243 XLM
27/11/2019 7:40,Sell,WTC/XLM,100.07,8.211533742,8.294478528,8.3002846625767 XLM,0.71,0.06,69.97,821.728181595092 XLM
26/11/2019 23:00,Buy,ZIL/AUD,259.5481442,0.007436,0.007362376,0.019108910891089126 AUD,0.02,0,1.93,1.93 AUD
26/11/2019 23:00,Buy,ETH/AUD,0.07,222.22,220.0848656,0.15405940594059508 AUD,0.15,0.01,15.56,15.56 AUD
26/11/2019 22:58,Buy,HOT/AUD,20000,0.00129301,0.001280693,0.2561386138613848 AUD,0.26,0.02,25.87,25.87 AUD
26/11/2019 22:57,Buy,FTM/AUD,3200,0.017697,0.017524752,0.5607920792079213 AUD,0.56,0.05,56.64,56.64 AUD
25/11/2019 19:57,Buy,ZIL/AUD,20987.82706,0.007147,0.007076238,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
22/11/2019 23:54,Buy,MCO/AUD,26.05885827,5.7562,5.699207922,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
22/11/2019 11:03,Buy,AION/AUD,1177.682909,0.101895,0.100886139,1.188118811881182 AUD,1.19,0.11,120,120.00 AUD
13/11/2019 11:31,Buy,POE/AUD,2.73373428,0.003658,0.003621782,0.0000990099009900991 AUD,0,0,0.01,0.01 AUD
12/11/2019 19:25,Buy,BTTC/AUD,1741.140216,0.000649,0.000642574,0.011188118811881198 AUD,0.01,0,1.13,1.13 AUD
12/11/2019 19:24,Buy,ETH/AUD,0.01032659,279.5,277.089159,0.02861386138613886 AUD,0.03,0,2.89,2.89 AUD
12/11/2019 19:20,Buy,LINK/AUD,0.44277579,4.126709,4.092096336,0.018118811881188135 AUD,0.02,0,1.83,1.83 AUD
12/11/2019 19:18,Buy,HOT/AUD,62.05711947,0.001429,0.001435918,0.0008910891089108919 AUD,0,0,0.09,0.09 AUD
12/11/2019 19:16,Buy,HOT/AUD,3400,0.00143,0.001418171,0.04821782178217848 AUD,0.05,0,4.87,4.87 AUD
12/11/2019 19:14,Buy,LINK/AUD,3,4.113124,4.072607261,0.12217821782178184 AUD,0.12,0.01,12.34,12.34 AUD
12/11/2019 19:10,Buy,MIOTA/AUD,450,0.392959,0.389086909,1.7508910891089045 AUD,1.75,0.16,176.84,176.84 AUD
31/10/2019 7:15,Sell,GAS/LINK,0.02921116,0.636766398,0.643198382,0.00018788570847717845 LINK,0,0,0.07,0.0186006851392405 LINK
31/10/2019 7:14,Sell,ETC/LINK,0.06214689,1.787115512,1.805167184,0.0011218552640633178 LINK,0,0,0.43,0.11106367114226846 LINK
31/10/2019 7:14,Buy,LINK/AUD,25.54217089,3.915094,3.876330693,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
9/10/2019 23:47,Buy,ETH/AUD,0.35967341,278.03,275.2772327,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
2/10/2019 23:05,Buy,ETC/AUD,7.06214689,7.08,7.009900993,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
29/09/2019 18:03,Sell,XLM/HOT,0.23071725,77.77,78.55555556,0.18124121749999844 HOT,0,0,0.02,17.9428805325 HOT
27/09/2019 8:46,Buy,XLM/AUD,2244.240717,0.089117,0.088234653,1.9801980198019749 AUD,1.98,0.18,200,200.00 AUD
26/09/2019 23:32,Sell,BSV/LINK,0.00241878,48.98837942,49.48321153,0.0011968900239581332 LINK,0,0,0.29,0.11849211237185463 LINK
26/09/2019 23:31,Sell,ETC/LINK,0.26533523,2.771560217,2.799555775,0.0074282077543781355 LINK,0.02,0,1.83,0.7353925676834303 LINK
26/09/2019 23:30,Sell,TRX/HOT,6000,17.16,17.33333333,1040 HOT,1.16,0.11,114.41,102960.00000000003 HOT
26/09/2019 23:27,Sell,XVG/LINK,20000,0.001937662,0.001957234,0.3914468855507067 LINK,0.99,0.09,97.65,38.75324166952 LINK
26/09/2019 23:27,Sell,DGB/LINK,8648.469824,0.004277298,0.004320503,0.3736573765235889 LINK,0.94,0.09,92.81,36.99208027583539 LINK
26/09/2019 23:24,Sell,MATIC/BNB,2413.59383,0.000686743,0.000693679,0.016742602157104214 BNB,0.41,0.04,40.13,1.6575176135533147 BNB
26/09/2019 23:23,Sell,ONG/BNB,300.0258,0.007820545,0.00789954,0.023700659114682665 BNB,0.58,0.05,56.94,2.3463652523535745 BNB
25/09/2019 23:27,Buy,ETH/AUD,0.78799101,253.81,251.2970319,1.9801980198019749 AUD,1.98,0.18,200,200.00 AUD
25/09/2019 8:14,Buy,ETC/AUD,14.26533523,7.01,6.940594062,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
19/09/2019 8:07,Sell,BTC/MATIC,0.00066027,702127.6596,709219.8582,4.682765957446804 MATIC,0.1,0.01,9.74,463.59382978723403 MATIC
18/09/2019 1:14,Buy,DGB/AUD,8548.469824,0.011698,0.011582178,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
11/09/2019 17:38,Sell,SKY/BNB,1.78360368,0.024348304,0.024594246,0.0004386638791847239 BNB,0.01,0,1.37,0.04342772403928778 BNB
10/09/2019 0:27,Buy,SKY/AUD,133.9584729,0.7465,0.739108911,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
8/09/2019 0:07,Buy,SKY/AUD,69.28086462,0.7217,0.714554455,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
29/08/2019 20:40,Buy,SKY/AUD,148.5442662,1.0098,0.99980198,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
27/08/2019 23:25,Sell,BNB/BSV,0.3116609,0.185151867,0.187022088,0.000582874722352876 BSV,0.12,0.01,11.47,0.05770459751293449 BSV
27/08/2019 23:24,Sell,FTM/BSV,18.4548007,0.000132556,0.000133895,0.000024710082044878973 BSV,0,0,0.49,0.0024462981224429954 BSV
27/08/2019 23:24,Sell,MATIC/BSV,1.21951219,0.000100558,0.000101574,0.0000012387039031985369 BSV,0,0,0.02,0.00012263168641665426 BSV
27/08/2019 23:23,Sell,GAS/BSV,0.04047789,0.011941269,0.012061888,0.000004882397884725599 BSV,0,0,0.1,0.0004833573905878348 BSV
27/08/2019 23:23,Sell,MCO/BSV,6,0.025323502,0.025579295,0.0015347576951561248 BSV,0.31,0.03,30.52,0.151941011820456 BSV
27/08/2019 23:22,Sell,WAN/BSV,8.9,0.003160277,0.003192199,0.00028410566989935104 BSV,0.06,0.01,5.65,0.0281264613200357 BSV
27/08/2019 23:22,Sell,NEO/BSV,4,0.06898756,0.069684404,0.0027873761497390626 BSV,0.56,0.05,55.54,0.275950238824168 BSV
27/08/2019 23:21,Sell,EOS/BSV,7.197,0.025738214,0.025998196,0.0018710901922784073 BSV,0.38,0.03,37.17,0.1852379290355621 BSV
27/08/2019 23:20,Sell,ZIL/BSV,5974.786401,5.53001E-05,5.58587E-05,0.00333743693630717 BSV,0.68,0.06,67.31,0.33040625669440804 BSV
19/08/2019 17:20,Buy,LINK/AUD,26.40615411,3.786996,3.74950099,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
13/08/2019 12:31,Buy,MATIC/AUD,1951.219512,0.025625,0.025371287,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
3/08/2019 1:30,Buy,STRAX/AUD,121.9066195,0.8203,0.812178218,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
1/08/2019 13:39,Sell,GBYTE/FTM,4,1234.48306,1246.952586,49.878103448276306 FTM,1.68,0.15,166.36,4937.932241379311 FTM
1/08/2019 13:38,Sell,DOGE/FTM,15738.86125,0.119482759,0.120689655,18.995177366839698 FTM,0.64,0.06,63.33,1880.5225593171313 FTM
25/07/2019 23:30,Buy,KMD/AUD,57.7167263,1.7326,1.715445545,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
21/07/2019 15:26,Buy,ZIL/AUD,5974.786401,0.016737,0.016571287,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
17/07/2019 15:19,Buy,ETH/AUD,0.34175181,292.61,289.7128796,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
11/07/2019 17:08,Buy,ETH/AUD,0.24560972,407.15,403.118822,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
5/07/2019 17:30,Sell,WABI/DOGE,339.2015196,46.39973684,46.86842105,158.97839643242696 DOGE,0.93,0.08,92.19,15738.861246810202 DOGE
5/07/2019 11:25,Buy,WABI/AUD,339.2015196,0.29481,0.291891089,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
3/07/2019 19:01,Sell,MATIC/BNB,2603.741307,0.000596297,0.00060232,0.015682866302033638 BNB,0.74,0.07,73.18,1.5526037639013226 BNB
3/07/2019 18:57,Buy,BNB/AUD,1.04646295,47.78,47.30693093,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
1/07/2019 17:54,Sell,ONG/MATIC,0.00882261,16.99581281,17.16748768,0.0015146204852216627 MATIC,0,0,0,0.1499474280369458 MATIC
1/07/2019 17:52,Sell,HOT/MATIC,8.5963521,0.087783251,0.088669951,0.007622381172413761 MATIC,0,0,0.02,0.7546157360689648 MATIC
1/07/2019 2:12,Sell,GAS/MATIC,0.0772031,133.43,134.7777778,0.10405262255555492 MATIC,0,0,0.35,10.301209632999997 MATIC
1/07/2019 2:06,Sell,PPT/MATIC,100.4542604,25.80811927,26.06880734,26.18722761576555 MATIC,0.89,0.08,87.63,2592.5355339607945 MATIC
30/06/2019 10:19,Buy,LINK/AUD,5.14765316,5.835669,5.777890105,0.2974257425742586 AUD,0.3,0.03,30.04,30.04 AUD
29/06/2019 23:54,Sell,LINK/AUD,5,6.001665,6.062287879,0.30311439393939565 AUD,0.3,0.03,30.01,30.008325 AUD
28/06/2019 8:19,Sell,WAN/BNB,1.35330814,0.010270269,0.010374009,0.00014039230317719822 BNB,0.01,0,0.67,0.013898838014542687 BNB
28/06/2019 8:18,Buy,HOT/AUD,3568.596352,0.002522,0.00249703,0.0891089108910883 AUD,0.09,0.01,9,9.00 AUD
28/06/2019 8:17,Buy,MIOTA/AUD,50,0.574209,0.568712871,0.28435643564356283 AUD,0.28,0.03,28.72,28.72 AUD
28/06/2019 8:14,Buy,PPT/AUD,11.99,1.02140001,1.011569047,0.12128712871287206 AUD,0.12,0.01,12.25,12.25 AUD
27/06/2019 18:32,Buy,PPT/AUD,88.46426043,1.1304,1.119207921,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
24/06/2019 12:41,Buy,BTTC/AUD,372.0019579,0.002043,0.002022772,0.0075247524752475314 AUD,0.01,0,0.76,0.76 AUD
24/06/2019 12:39,Buy,NEO/AUD,4,24.81,24.56435644,0.982574257425739 AUD,0.98,0.09,99.24,99.24 AUD
22/06/2019 23:34,Buy,WAN/AUD,328.3533081,0.6091,0.603069307,1.9801980198019749 AUD,1.98,0.18,200,200.00 AUD
12/06/2019 23:29,Sell,LTC/BNB,0.00012931,4.036117346,4.076886208,0.000005271821555243375 BNB,0,0,0.03,0.0005219103339690935 BNB
12/06/2019 23:27,Sell,LINK/BNB,0.04108066,0.031973544,0.03229651,0.000013267619288225702 BNB,0,0,0.06,0.0013134943095343538 BNB
12/06/2019 23:24,Buy,LINK/AUD,13.14994902,1.641071,1.624822773,0.21366336633663252 AUD,0.21,0.02,21.58,21.58 AUD
12/06/2019 23:22,Buy,EOS/AUD,1.1,9.3835,9.297929793,0.10227722772277303 AUD,0.1,0.01,10.33,10.33 AUD
12/06/2019 23:21,Buy,MCO/AUD,7,9.7258,9.630834512,0.674158415841589 AUD,0.67,0.06,68.09,68.09 AUD
7/06/2019 0:43,Sell,NPXS/BNB,1609.297236,2.69768E-05,2.72493E-05,0.00043852233443186783 BNB,0.02,0,1.93,0.0434137111087547 BNB
7/06/2019 0:33,Sell,ONG/LINK,100,0.307096657,0.310198643,0.31019864341085324 LINK,0.56,0.05,55.91,30.7096656976744 LINK
7/06/2019 0:31,Sell,XLM/LINK,1000,0.094919793,0.095878578,0.9587857847976267 LINK,1.71,0.16,169.56,94.91979269496501 LINK
7/06/2019 0:31,Sell,LSK/LINK,50,1.507233465,1.522458045,0.761229022704839 LINK,1.36,0.12,134.57,75.36167324777891 LINK
31/05/2019 22:10,Sell,GAS/LTC,1,0.028569901,0.028858486,0.00028858485724931465 LTC,0.05,0,4.51,0.028569900867682 LTC
31/05/2019 22:10,Sell,BTTC/LTC,14100,1.27135E-05,1.28419E-05,0.0018107128935363759 LTC,0.29,0.03,28.29,0.1792605764601 LTC
31/05/2019 22:09,Sell,NEO/LTC,5,0.113862059,0.11501218,0.0057506090237298135 LTC,0.91,0.08,89.99,0.569310293349255 LTC
31/05/2019 22:08,Sell,ZRX/LTC,500,0.002893977,0.002923209,0.014616045838808045 LTC,2.32,0.21,229.37,1.446988538042 LTC
31/05/2019 12:17,Sell,BTTC/AUD,78.08219178,0.002141,0.002162626,0.001688625985868497 AUD,0,0,0.17,0.16717397260098002 AUD
31/05/2019 12:12,Buy,BNB/AUD,2.54344624,47.53,47.05940602,1.196930693069305 AUD,1.2,0.11,120.89,120.89 AUD
31/05/2019 12:06,Buy,NEO/AUD,4,18.87,18.68316832,0.7473267326732724 AUD,0.75,0.07,75.48,75.48 AUD
31/05/2019 12:05,Buy,ETH/AUD,0.8,379.53,375.779703,3.006237623762388 AUD,3.01,0.27,303.63,303.63 AUD
31/05/2019 10:01,Buy,BTTC/AUD,14178.08219,0.00219,0.002168317,0.3074257425742566 AUD,0.31,0.03,31.05,31.05 AUD
31/05/2019 9:59,Buy,TRX/AUD,300,0.046348,0.045907591,0.13772277227722718 AUD,0.14,0.01,13.91,13.91 AUD
31/05/2019 9:57,Buy,HOT/AUD,3045.375,0.003162,0.003130864,0.09534653465346565 AUD,0.1,0.01,9.63,9.63 AUD
31/05/2019 9:56,Buy,VET/AUD,3662.693066,0.011183,0.011072305,0.4055445544554459 AUD,0.41,0.04,40.96,40.96 AUD
31/05/2019 9:54,Buy,EOS/AUD,5.08269927,10.9486,10.84050167,0.5509900990099013 AUD,0.55,0.05,55.65,55.65 AUD
31/05/2019 9:53,Buy,NEO/AUD,2.1904762,18.79,18.60439079,0.407524752475247 AUD,0.41,0.04,41.16,41.16 AUD
31/05/2019 9:52,Buy,BNB/AUD,0.16115326,47.36,46.93889801,0.07564356435643571 AUD,0.08,0.01,7.64,7.64 AUD
30/05/2019 23:06,Buy,VET/AUD,32862.30693,0.012172,0.012051485,3.9603960396039497 AUD,3.96,0.36,400,400.00 AUD
30/05/2019 21:27,Buy,EOS/AUD,38.91730073,12.0255,11.90643565,4.633663366336634 AUD,4.63,0.42,468,468.00 AUD
30/05/2019 21:25,Buy,ICX/AUD,200,0.659971,0.653465347,1.3069306930693187 AUD,1.31,0.12,132,132.00 AUD
30/05/2019 21:19,Buy,NEO/AUD,23.8095238,21,20.79207922,4.95049504950498 AUD,4.95,0.45,500,500.00 AUD
27/05/2019 23:50,Buy,MCO/AUD,9.26938692,10.7882,10.68138614,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
27/05/2019 7:51,Sell,TFUEL/BTTC,10142.88568,12.313125,12.4375,1261.5214069810754 BTTC,2.53,0.23,250.29,124890.61929112705 BTTC
26/05/2019 12:50,Sell,ONG/TFUEL,16,22.82269962,23.05323194,3.6885171102661616 TFUEL,0.11,0.01,11.18,365.1631939163498 TFUEL
26/05/2019 12:48,Sell,XMR/TFUEL,1,4004.151767,4044.597744,40.44597744360908 TFUEL,1.25,0.11,124.13,4004.151766917293 TFUEL
26/05/2019 12:45,Sell,OMG/TFUEL,4,91.99901887,92.92830189,3.7171320754716817 TFUEL,0.11,0.01,11.37,367.99607547169813 TFUEL
26/05/2019 12:44,Sell,BAT/TFUEL,91,16.30894737,16.47368421,14.991052631578896 TFUEL,0.46,0.04,46.02,1484.1142105263157 TFUEL
26/05/2019 12:34,Buy,TFUEL/AUD,3918.239404,0.030626,0.030322772,1.188118811881182 AUD,1.19,0.11,120,120.00 AUD
26/05/2019 12:28,Sell,BTTC/TFUEL,56.829,0.056679389,0.057251908,0.03253568702290055 TFUEL,0,0,0.1,3.22103301526717 TFUEL
23/05/2019 21:34,Sell,PPT/HOT,100,557.24625,562.875,562.875 HOT,1.49,0.14,147.92,55724.625000000015 HOT
18/05/2019 0:37,Sell,NEO/BNB,0.3497669,0.425559813,0.429858397,0.001503502388748884 BNB,0.05,0,5.44,0.14884673648613966 BNB
18/05/2019 0:36,Sell,BNB/NEO,0.0053053,2.219607344,2.24202762,0.00011894629131437885 NEO,0,0,0.19,0.011775682840123472 NEO
18/05/2019 0:35,Sell,BAT/NEO,0.01846992,0.031559376,0.031878158,0.000005887870291923806 NEO,0,0,0.01,0.0005828991589004588 NEO
18/05/2019 0:33,Buy,NEO/AUD,18.33740831,16.36,16.1980198,2.9702970297029765 AUD,2.97,0.27,300,300.00 AUD
17/05/2019 8:22,Sell,VET/BAT,1.01288353,0.019880325,0.020081136,0.00020339851819473065 BAT,0,0,0.01,0.02013645330127835 BAT
17/05/2019 8:21,Buy,VET/AUD,8476.012884,0.011798,0.011681188,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
16/05/2019 12:50,Buy,BCH/AUD,0.40282138,665.63,659.0396158,2.6547524752475056 AUD,2.65,0.24,268.13,268.13 AUD
16/05/2019 12:47,Buy,EOS/AUD,50,10.3342,10.23188119,5.115940594059396 AUD,5.12,0.47,516.71,516.71 AUD
16/05/2019 12:36,Buy,BAT/AUD,970,0.622877,0.616719404,5.982178217821797 AUD,5.98,0.54,604.2,604.20 AUD
16/05/2019 12:33,Buy,ETH/AUD,4,402.74,398.7524752,15.950099009900896 AUD,15.95,1.45,1610.96,1610.96 AUD
16/05/2019 0:34,Buy,BNB/AUD,5.8053053,39.96,39.56435647,2.296831683168307 AUD,2.3,0.21,231.98,231.98 AUD
16/05/2019 0:33,Buy,GAS/AUD,20,4.4821,4.438118812,0.8876237623762364 AUD,0.89,0.08,89.65,89.65 AUD
16/05/2019 0:30,Buy,BCH/AUD,1,556.12,550.6138614,5.506138613861367 AUD,5.51,0.5,556.12,556.12 AUD
16/05/2019 0:18,Buy,ETH/AUD,1,345.09,341.6732673,3.4167326732673473 AUD,3.42,0.31,345.09,345.09 AUD
16/05/2019 0:14,Buy,XNO/AUD,100,2.7716,2.744158416,2.744158415841582 AUD,2.74,0.25,277.16,277.16 AUD
15/05/2019 11:34,Sell,ADA/BAT,0.10501754,0.232320574,0.234667247,0.00024644176959547764 BAT,0,0,0.01,0.02439773518995211 BAT
15/05/2019 8:00,Buy,BAT/AUD,5.84335276,0.528806,0.523570297,0.0305940594059404 AUD,0.03,0,3.09,3.09 AUD
15/05/2019 7:59,Buy,EOS/AUD,2.23800028,8.7048,8.622442935,0.19297029702970292 AUD,0.19,0.02,19.49,19.49 AUD
15/05/2019 7:57,Buy,VET/AUD,2000,0.010142,0.010044554,0.20089108910891085 AUD,0.2,0.02,20.29,20.29 AUD
15/05/2019 7:56,Buy,ETH/AUD,0.18505396,308.72,305.6641232,0.565643564356435 AUD,0.57,0.05,57.13,57.13 AUD
14/05/2019 23:56,Sell,SYS/ETH,5345,0.000245861,0.000248344,0.01327399143119945 ETH,4.07,0.37,403.21,1.314125151688755 ETH
14/05/2019 16:16,Sell,SYS/EOS,0.94183615,0.008278949,0.008362575,0.00007876175062751772 EOS,0,0,0.07,0.007797413312124235 EOS
14/05/2019 8:42,Buy,SYS/AUD,5345.941836,0.084176,0.083342574,4.455445544554436 AUD,4.46,0.41,450,450.00 AUD
11/05/2019 15:46,Sell,ONG/BAT,0.13632962,0.957847432,0.967522659,0.0013190199638972722 BAT,0,0,0.07,0.1305829764258308 BAT
11/05/2019 0:42,Sell,ONG/ADA,0.2,5.525087719,5.580896686,0.011161793372319595 ADA,0,0,0.1,1.105017543859649 ADA
