Transaction Date,Type,Market,Amount,Rate inc. fee,Rate ex. fee,Fee,Fee AUD (inc GST),GST AUD,Total AUD,Total (inc GST)
10/05/2019 8:19,Buy,ONG/AUD,186.3363296,0.536664,0.531350495,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
9/05/2019 12:12,Buy,BTC/AUD,0.02281826,8764.91,8678.128919,1.9801980198019749 AUD,1.98,0.18,200,200.00 AUD
8/05/2019 22:26,Buy,EOS/AUD,13.9542023,7.1663,7.095346539,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
6/05/2019 23:33,Buy,ETH/AUD,0.0075,240,237.6237624,0.017821782178217838 AUD,0.02,0,1.8,1.80 AUD
6/05/2019 23:31,Buy,ZEC/AUD,0.07,87.16,86.42149929,0.06049504950495077 AUD,0.06,0.01,6.11,6.11 AUD
6/05/2019 23:30,Buy,GBYTE/AUD,0.2,60.43,59.85148515,0.11970297029703048 AUD,0.12,0.01,12.09,12.09 AUD
6/05/2019 23:27,Sell,ZRX/ETH,0.1311901,0.001569174,0.001585025,0.0000020793954112464344 ETH,0,0,0.05,0.00020586014571339665 ETH
6/05/2019 23:27,Sell,TRX/ZRX,16,0.085833333,0.086700337,0.013872053872053813 ZRX,0.01,0,0.53,1.373333333333328 ZRX
6/05/2019 23:26,Sell,XMR/ZRX,0.02,243.7261716,246.1880522,0.049237610433319645 ZRX,0.02,0,1.87,4.874523432898612 ZRX
6/05/2019 23:25,Sell,XLM/ZRX,40,0.347083333,0.350589226,0.1402356902356896 ZRX,0.05,0,5.31,13.88333333333332 ZRX
6/05/2019 23:21,Sell,GAS/ETH,0.00821572,0.014580902,0.014728184,0.0000012100263292297005 ETH,0,0,0.03,0.0001197926065937403 ETH
6/05/2019 23:20,Sell,ZRX/ETH,7.9590949,0.001568578,0.001584422,0.00012610565778498756 ETH,0.03,0,2.94,0.012484460120713794 ETH
6/05/2019 23:19,Sell,GBYTE/ZRX,0.02986738,149.2342135,150.7416298,0.045022575395577746 ZRX,0.02,0,1.7,4.4572349641622235 ZRX
6/05/2019 23:18,Sell,ONG/ZRX,0.89539444,1.473536842,1.488421053,0.013327239349052666 ZRX,0.01,0,0.5,1.3193966955562104 ZRX
6/05/2019 23:17,Buy,ZRX/AUD,257.1824632,0.388829,0.384979208,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
6/05/2019 23:12,Sell,NPXS/GBYTE,129297.3537,1.41524E-05,1.42953E-05,0.01848350889210537 GBYTE,1.14,0.1,113.09,1.829867380318428 GBYTE
30/04/2019 16:25,Buy,ETH/AUD,0.00083937,226.36,224.1190558,0.0018811881188118829 AUD,0,0,0.19,0.19 AUD
30/04/2019 15:44,Sell,BTTC/AUD,149.9435052,0.000796,0.00080404,0.0012056063646403992 AUD,0,0,0.12,0.1193550300994 AUD
30/04/2019 15:42,Sell,XMR/ETH,0.01060908,0.38023228,0.38407301,0.0000407466129395042 ETH,0.01,0,0.9,0.004033914681010955 ETH
30/04/2019 15:42,Sell,XLM/ETH,7.98991,0.000590585,0.000596551,0.00004766388087903712 ETH,0.01,0,1.05,0.004718724207024685 ETH
30/04/2019 15:41,Sell,WAN/ETH,0.2,0.002075179,0.002096141,0.000004192281235648515 ETH,0,0,0.09,0.00041503584232920006 ETH
30/04/2019 15:40,Sell,BAT/AUD,0.12980393,0.512893,0.518073737,0.0006724800714089929 AUD,0,0,0.07,0.06657552706949 AUD
30/04/2019 15:39,Sell,BTC/ETH,0.001347,32.56023067,32.88912189,0.00044301647185891746 ETH,0.1,0.01,9.74,0.04385863071403271 ETH
30/04/2019 12:06,Buy,ETH/AUD,0.4406451,226.94,224.6930716,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
28/04/2019 0:56,Buy,BTTC/AUD,103092.7835,0.00097,0.000960396,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
26/04/2019 9:05,Buy,BTC/AUD,0.03700014,7429.16,7355.605029,2.721584158415851 AUD,2.72,0.25,274.88,274.88 AUD
26/04/2019 8:53,Sell,WABI/AUD,587.0310312,0.468259,0.472988889,2.7765915516693553 AUD,2.78,0.25,274.88,274.8825636152678 AUD
25/04/2019 21:48,Buy,BNB/AUD,2.98864315,33.46,33.12871294,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
25/04/2019 1:09,Buy,XMR/AUD,1.03060908,97.03,96.06930786,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
19/04/2019 12:47,Sell,LINK/WABI,19.1,1.511964394,1.527236762,0.29170222154595393 WABI,0.14,0.01,13.82,28.878519933049304 WABI
19/04/2019 12:46,Sell,SRN/WABI,1430,0.094457612,0.095411729,1.3643877240960194 WABI,0.65,0.06,64.8,135.07438468550598 WABI
19/04/2019 12:43,Sell,ZIL/WABI,3195,0.062871468,0.063506533,2.0290337283500435 WABI,0.98,0.09,96.55,200.8743391066529 WABI
19/04/2019 12:41,Sell,ONT/WABI,0.0016724,3.721881565,3.759476328,0.00006287348211295521 WABI,0,0,0,0.006224474729182523 WABI
19/04/2019 12:40,Sell,GAS/WABI,0.00855997,9.07118381,9.162811929,0.0007843339523128379 WABI,0,0,0.04,0.0776490612789714 WABI
19/04/2019 12:40,Sell,LINK/WABI,0.01233515,1.510458004,1.525715155,0.00018819925296713336 WABI,0,0,0.01,0.018631726043746192 WABI
19/04/2019 12:39,Sell,ZEC/WABI,0.00342898,200.6525126,202.6793056,0.006949832853814564 WABI,0,0,0.33,0.6880334525276383 WABI
19/04/2019 12:38,Sell,ONG/WABI,0.12551354,1.638542714,1.65509365,0.0020773666305162197 WABI,0,0,0.1,0.2056592964211055 WABI
19/04/2019 12:38,Sell,WTC/WABI,0.00525329,6.602713568,6.669407644,0.00035036332483630306 WABI,0,0,0.02,0.03468596915879397 WABI
19/04/2019 12:37,Sell,BCH/WABI,0.01836935,850.6199132,859.2120335,0.15783166567776163 WABI,0.08,0.01,7.48,15.625334902098327 WABI
19/04/2019 12:36,Sell,HOT/WABI,9.61581744,0.004075316,0.004116481,0.0003958333143466927 WABI,0,0,0.02,0.03918749812032229 WABI
19/04/2019 12:36,Sell,ZIL/WABI,0.80710108,0.063217232,0.06385579,0.0005153807690803577 WABI,0,0,0.02,0.05102269613895518 WABI
19/04/2019 12:33,Buy,WABI/AUD,205.4573584,0.486719,0.4819,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
18/04/2019 15:18,Buy,LINK/AUD,19.11233515,0.727279,0.720078218,0.1376237623762382 AUD,0.14,0.01,13.9,13.90 AUD
18/04/2019 15:16,Buy,WAN/AUD,57.2,0.631,0.624870179,0.3574257425742573 AUD,0.36,0.03,36.1,36.10 AUD
17/04/2019 12:00,Sell,ONG/ONT,2.17,0.461600183,0.466262811,0.010117902998437955 ONT,0.02,0,1.91,1.0016723968453534 ONT
16/04/2019 0:41,Sell,BSV/BCH,1,0.188369351,0.190272072,0.0019027207187875261 BCH,0.87,0.08,86.17,0.188369351159966 BCH
15/04/2019 16:39,Buy,ZIL/AUD,3195.807101,0.031291,0.030981188,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
15/04/2019 1:10,Sell,STRAX/MCO,50,0.265256402,0.26793576,0.13396787995287518 MCO,0.76,0.07,75.59,13.26282011533455 MCO
15/04/2019 1:03,Sell,WAVES/MCO,25,0.643859118,0.650362746,0.16259068642649055 MCO,0.93,0.08,91.82,16.0964779562225 MCO
15/04/2019 1:01,Sell,BTG/MCO,1,3.839913313,3.878700316,0.03878700316239847 MCO,0.22,0.02,21.9,3.839913313077448 MCO
15/04/2019 1:01,Sell,CND/MCO,2330,0.00465319,0.004700192,0.1095144788243303 MCO,0.62,0.06,61.85,10.841933403608738 MCO
12/04/2019 8:44,Buy,BNB/AUD,3.95726157,25.27,25.01980201,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
11/04/2019 10:59,Buy,BNB/AUD,1.94024058,25.77,25.51485161,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
10/04/2019 9:14,Buy,HOT/AUD,1234.439834,0.001928,0.001908911,0.023564356435643585 AUD,0.02,0,2.38,2.38 AUD
10/04/2019 9:12,Buy,ONT/AUD,46,2.122,2.10116229,0.9665346534653452 AUD,0.97,0.09,97.62,97.62 AUD
5/04/2019 22:29,Buy,HOT/AUD,5.17598342,0.001932,0.001912871,0.0000990099009900991 AUD,0,0,0.01,0.01 AUD
5/04/2019 22:29,Buy,ZEC/AUD,0.33342898,104.55,103.5148519,0.3451485148514877 AUD,0.35,0.03,34.86,34.86 AUD
5/04/2019 22:25,Sell,WAVES/WTC,0.05775077,1.303070149,1.316232474,0.0007601343887811418 WTC,0,0,0.23,0.07525330448933237 WTC
5/04/2019 22:24,Buy,WTC/AUD,36.79999999,3.1285,3.097557039,1.139900990099008 AUD,1.14,0.1,115.13,115.13 AUD
5/04/2019 15:13,Sell,WTC/WAVES,0.3,0.702315312,0.709409406,0.0021282282180236645 WAVES,0.01,0,0.87,0.2106945935843415 WAVES
5/04/2019 15:11,Sell,WTC/WAVES,0.32521117,0.706693191,0.713831506,0.0023214597910873047 WAVES,0.01,0,0.94,0.22982451931764336 WAVES
5/04/2019 15:10,Sell,TRX/WAVES,0.25732069,0.009149505,0.009241924,0.000023781382488001837 WAVES,0,0,0.01,0.002354356866312178 WAVES
5/04/2019 15:10,Sell,NPXS/WAVES,2.64954016,0.000218785,0.000220994,0.000005855337370172737 WAVES,0,0,0,0.0005796783996470968 WAVES
5/04/2019 15:09,Sell,ZRX/WAVES,0.83295477,0.116648814,0.117827085,0.0009814463242540095 WAVES,0,0,0.4,0.0971631861011474 WAVES
5/04/2019 15:08,Sell,WABI/WAVES,212.1727765,0.115552687,0.116719886,0.24764782259565266 WAVES,1.02,0.09,100.93,24.517134436969503 WAVES
5/04/2019 7:00,Buy,WABI/AUD,212.1727765,0.471314,0.466647525,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
3/04/2019 7:31,Buy,WTC/AUD,10.82521117,3.078,3.047524754,0.32990099009901286 AUD,0.33,0.03,33.32,33.32 AUD
3/04/2019 7:28,Buy,ETH/AUD,2,233.34,231.029703,4.62059405940596 AUD,4.62,0.42,466.68,466.68 AUD
3/04/2019 3:47,Buy,TRX/AUD,2626.257321,0.038077,0.0377,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
2/04/2019 18:43,Sell,NPXS/ZRX,88.98821496,0.001821048,0.001839443,0.001636887412219512 ZRX,0,0,0.08,0.16205185380973225 ZRX
2/04/2019 18:42,Buy,NPXS/AUD,6878.097126,0.001009,0.00099901,0.06871287128712922 AUD,0.07,0.01,6.94,6.94 AUD
2/04/2019 18:39,Buy,GBYTE/AUD,1,68.22,67.54455446,0.6754455445544494 AUD,0.68,0.06,68.22,68.22 AUD
2/04/2019 18:38,Buy,STRAX/AUD,50,1.5652,1.54970297,0.7748514851485169 AUD,0.77,0.07,78.26,78.26 AUD
2/04/2019 18:37,Buy,ONT/AUD,50,2.01020001,1.99049505,0.9952475247524717 AUD,1,0.09,100.52,100.52 AUD
2/04/2019 18:37,Buy,LSK/AUD,50,2.7211,2.694257426,1.3471287128712959 AUD,1.35,0.12,136.06,136.06 AUD
2/04/2019 18:33,Buy,NPXS/AUD,108910.8911,0.00101,0.001,1.0891089108910847 AUD,1.09,0.1,110,110.00 AUD
30/03/2019 15:07,Buy,ZRX/AUD,225.6709029,0.447643,0.443210891,1.000198019801985 AUD,1,0.09,101.02,101.02 AUD
30/03/2019 14:07,Buy,HOT/AUD,5300,0.001693,0.001677564,0.08891089108910855 AUD,0.09,0.01,8.98,8.98 AUD
30/03/2019 13:47,Buy,LTC/AUD,0.11467576,87.9,87.02970898,0.09980198019801989 AUD,0.1,0.01,10.08,10.08 AUD
26/03/2019 12:09,Buy,BTC/AUD,0.03213436,5601.48,5546.020577,1.7821782178217802 AUD,1.78,0.16,180,180.00 AUD
26/03/2019 12:08,Sell,ETH/BTC,0.01013643,0.033612312,0.03395183,0.0000034415034816689775 BTC,0.02,0,1.88,0.000340708844685231 BTC
26/03/2019 12:08,Sell,HOT/AUD,54.56863291,0.001527,0.001542424,0.0008416798227633276 AUD,0,0,0.08,0.08332630245356999 AUD
26/03/2019 12:08,Sell,BTTC/BTC,0.99760527,1.88E-07,1.90E-07,1.895450012999993e-9 BTC,0,0,0,1.87649551287e-7 BTC
26/03/2019 12:07,Sell,NPXS/BTC,134.8487125,1.49E-07,1.50E-07,2.0227306869000054e-7 BTC,0,0,0.11,0.000020025033800310003 BTC
26/03/2019 12:07,Sell,GAS/BTC,0.00825506,0.00066328,0.00066998,5.5307250988000366e-8 BTC,0,0,0.03,0.000005475417847812 BTC
26/03/2019 12:07,Sell,BTG/BTC,0.0017297,0.003056833,0.00308771,5.3408119869999934e-8 BTC,0,0,0.03,0.00000528740386713 BTC
26/03/2019 12:06,Sell,ONG/BTC,0.16391836,0.000146134,0.00014761,2.419598911960016e-7 BTC,0,0,0.13,0.000023954029228404 BTC
26/03/2019 12:06,Sell,XRP/BTC,0.9501858,7.59132E-05,0.00007668,7.286024714400026e-7 BTC,0,0,0.4,0.00007213164467256 BTC
26/03/2019 12:06,Sell,VET/BTC,82.41118229,1.4058E-06,0.00000142,0.000001170238788518002 BTC,0.01,0,0.64,0.00011585364006328199 BTC
26/03/2019 12:05,Sell,WTC/BTC,0.31306866,0.000299366,0.00030239,9.466883209740038e-7 BTC,0.01,0,0.52,0.000093722143776426 BTC
26/03/2019 12:05,Sell,CND/BTC,8.30613103,3.7521E-06,3.79E-06,3.1480236603699866e-7 BTC,0,0,0.17,0.000031165434237662996 BTC
26/03/2019 12:05,Sell,TRX/BTC,4.81896319,0.000005643,0.0000057,2.7468090183000013e-7 BTC,0,0,0.15,0.00002719340928117 BTC
26/03/2019 12:04,Sell,SRN/BTC,6.11294392,8.4348E-06,0.00000852,5.20822821983998e-7 BTC,0,0,0.28,0.000051561459376416 BTC
25/03/2019 21:54,Buy,BTC/AUD,0.09133944,5693.05,5636.68318,5.148514851485174 AUD,5.15,0.47,520,520.00 AUD
25/03/2019 20:50,Buy,TRX/AUD,2994.818963,0.033391,0.033060396,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
21/03/2019 14:37,Buy,BTC/AUD,0.01905791,5771.88,5714.734254,1.0891089108910847 AUD,1.09,0.1,110,110.00 AUD
20/03/2019 10:51,Buy,XRP/AUD,219.9532819,0.454642,0.450140594,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
19/03/2019 15:17,Sell,DGD/WTC,4.20875419,12.66718517,12.79513653,0.5385158450140821 WTC,0.98,0.09,96.58,53.313068656394094 WTC
13/03/2019 16:50,Buy,CND/AUD,2338.306131,0.021383,0.021171287,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
12/03/2019 16:00,Buy,SRN/AUD,202.9456771,0.05228,0.051762376,0.10504950495049492 AUD,0.11,0.01,10.61,10.61 AUD
12/03/2019 15:48,Buy,GBYTE/AUD,1,49.39,48.9009901,0.4890099009900979 AUD,0.49,0.04,49.39,49.39 AUD
12/03/2019 7:52,Buy,DGD/AUD,4.20875419,23.76,23.52475258,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
5/03/2019 11:46,Buy,ONG/AUD,132.7834329,0.753106,0.745649505,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
25/02/2019 7:18,Buy,SRN/AUD,1233.167267,0.040546,0.040144554,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
23/02/2019 21:16,Buy,VET/AUD,18082.41118,0.006868,0.0068,1.2296039603960338 AUD,1.23,0.11,124.19,124.19 AUD
23/02/2019 12:34,Sell,ONT/AUD,100,1.2419,1.254444444,1.2544444444444451 AUD,1.25,0.11,124.19,124.19 AUD
23/02/2019 8:12,Buy,ONG/AUD,94.43726721,1.058904,1.048419802,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
18/02/2019 17:42,Buy,XRP/AUD,112.9969039,0.44249,0.438108911,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
18/02/2019 5:48,Sell,GAS/HOT,0.01395239,2258.897143,2281.714286,0.3183536758285719 HOT,0,0,0.06,31.517013907028574 HOT
18/02/2019 5:47,Sell,KMD/HOT,0.198,707.85,715,1.4157000000000153 HOT,0,0,0.25,140.1543 HOT
18/02/2019 5:46,Sell,GAS/HOT,0.04599471,2258.897143,2281.714286,1.0494678687428518 HOT,0,0,0.18,103.89731900554287 HOT
16/02/2019 23:39,Buy,NPXS/AUD,3094.262295,0.000976,0.000966337,0.029900990099009928 AUD,0.03,0,3.02,3.02 AUD
16/02/2019 23:38,Buy,ONT/AUD,5,0.9096,0.900990099,0.04504950495049531 AUD,0.05,0,4.55,4.55 AUD
16/02/2019 23:36,Buy,WAN/AUD,5.9,0.4102,0.407786541,0.024059405940594303 AUD,0.02,0,2.43,2.43 AUD
16/02/2019 23:29,Buy,ETH/AUD,0.00868479,176.17,174.4258048,0.015148514851485162 AUD,0.02,0,1.53,1.53 AUD
16/02/2019 23:27,Buy,LTC/AUD,0.00329698,62.7,63.06401376,0.002079207920792081 AUD,0,0,0.21,0.21 AUD
16/02/2019 23:24,Buy,LTC/AUD,0.61,62.71,62.10030839,0.3788118811881205 AUD,0.38,0.03,38.26,38.26 AUD
13/02/2019 22:06,Sell,WAN/BTG,0.1,0.027296976,0.027572703,0.00002757270323284263 BTG,0,0,0.04,0.0027296976200514 BTG
13/02/2019 22:03,Sell,BTTC/ETH,2.00E-08,7.77623E-06,7.85477E-06,1.5709547913131441e-15 ETH,0,0,0,1.5552452434e-13 ETH
13/02/2019 22:03,Sell,KMD/ETH,0.25115739,0.005779807,0.005838189,0.000014663042002103664 ETH,0,0,0.25,0.0014516411582082692 ETH
13/02/2019 22:02,Sell,TRX/ETH,1.80E-07,0.000192276,0.000194219,3.4959352193636327e-13 ETH,0,0,0,3.46097586717e-11 ETH
13/02/2019 22:00,Buy,HOT/AUD,1225,0.001737,0.00172156,0.021089108910890886 AUD,0.02,0,2.13,2.13 AUD
13/02/2019 21:58,Buy,NPXS/AUD,1000,0.000971,0.000970297,0.009702970297029712 AUD,0.01,0,0.98,0.98 AUD
13/02/2019 21:58,Buy,BTTC/AUD,1000,0.001431,0.001425743,0.01425742574257427 AUD,0.01,0,1.44,1.44 AUD
13/02/2019 21:56,Buy,AION/AUD,1.00E-08,0.174645,990099.0099,0.0000990099009900991 AUD,0,0,0.01,0.01 AUD
13/02/2019 21:55,Buy,AION/AUD,9.09283527,0.174722,0.173131634,0.015742574257425757 AUD,0.02,0,1.59,1.59 AUD
13/02/2019 21:53,Buy,TRX/AUD,100,0.034734,0.034455446,0.034455445544554486 AUD,0.03,0,3.48,3.48 AUD
13/02/2019 21:53,Buy,XRP/AUD,10,0.43303,0.42970297,0.042970297029702564 AUD,0.04,0,4.34,4.34 AUD
13/02/2019 21:52,Buy,DGB/AUD,100,0.012939,0.012871287,0.012871287128712883 AUD,0.01,0,1.3,1.30 AUD
13/02/2019 21:50,Buy,WAN/AUD,26,0.4131,0.40936786,0.10643564356435675 AUD,0.11,0.01,10.75,10.75 AUD
13/02/2019 21:49,Buy,BAT/AUD,330,0.171712,0.170027003,0.5610891089108918 AUD,0.56,0.05,56.67,56.67 AUD
13/02/2019 21:47,Buy,XNO/AUD,5,1.26140001,1.24950495,0.06247524752475275 AUD,0.06,0.01,6.31,6.31 AUD
13/02/2019 21:44,Buy,KMD/AUD,10.48417841,1.0492,1.038811882,0.10891089108910812 AUD,0.11,0.01,11,11.00 AUD
13/02/2019 21:20,Sell,WAN/DGB,0.21724385,30.97173913,31.28458498,0.06796383686758922 DGB,0,0,0.09,6.728419849891305 DGB
12/02/2019 22:58,Buy,KMD/AUD,90.96697898,1.0993,1.088415842,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
11/02/2019 22:35,Buy,WAN/AUD,119.4172439,0.4187,0.414554455,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
7/02/2019 14:55,Sell,ETH/BTC,0.01267344,0.030329452,0.03063581,0.000003882610998863999 BTC,0.02,0,1.82,0.000384378488887536 BTC
7/02/2019 14:54,Sell,XNO/BTC,0.43389368,0.00022179,0.00022403,9.720520113039993e-7 BTC,0,0,0.45,0.000096233149119096 BTC
7/02/2019 14:54,Sell,BAT/BTC,0.77628939,3.28581E-05,0.00003319,2.576504485410007e-7 BTC,0,0,0.12,0.000025507394405559002 BTC
7/02/2019 14:53,Buy,BTC/AUD,0.02085131,4795.86,4748.377967,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
7/02/2019 7:25,Buy,XNO/AUD,45.43389368,1.1005,1.089603961,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
6/02/2019 7:25,Buy,BAT/AUD,670.7762894,0.149081,0.14760495,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
5/02/2019 7:07,Sell,OMG/BTC,5,0.00031387,0.00031704,0.00001585200000000001 BTC,0.08,0.01,7.43,0.001569348 BTC
5/02/2019 7:06,Sell,XLM/BTC,98.99,2.24928E-05,0.00002272,0.00002249052800000007 BTC,0.11,0.01,10.53,0.002226562272 BTC
5/02/2019 7:05,Sell,LINK/BTC,1.5,0.00011282,0.00011396,0.0000017093999999999942 BTC,0.01,0,0.8,0.0001692306 BTC
5/02/2019 7:02,Buy,BTC/AUD,0.02082218,4802.57,4755.020896,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
1/02/2019 20:32,Buy,ETH/AUD,1.01667344,147.54,146.0792086,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
31/01/2019 23:48,Sell,HOT/AION,0.82912947,0.008641257,0.008728542,0.00007237091678789602 AION,0,0,0,0.007164720762001735 AION
31/01/2019 10:06,Buy,BTC/AUD,0.03092528,4850.4,4802.376938,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
29/01/2019 13:49,Buy,HOT/AUD,132.9080276,0.001881,0.001862376,0.0024752475247524774 AUD,0,0,0.25,0.25 AUD
29/01/2019 13:48,Buy,VET/AUD,5650,0.005447,0.005393849,0.30475247524752547 AUD,0.3,0.03,30.78,30.78 AUD
29/01/2019 13:45,Buy,XNO/AUD,50,1.2919,1.279207921,0.6396039603960375 AUD,0.64,0.06,64.6,64.60 AUD
29/01/2019 13:43,Buy,BTG/AUD,0.31950845,13.66,13.54184114,0.043267326732673084 AUD,0.04,0,4.37,4.37 AUD
28/01/2019 16:11,Buy,BTG/AUD,7.68049155,13.02,12.89108911,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
27/01/2019 20:58,Buy,HOT/AUD,1996.497373,0.001713,0.00169604,0.03386138613861389 AUD,0.03,0,3.42,3.42 AUD
27/01/2019 20:57,Buy,LINK/AUD,100,0.63527,0.629009901,0.6290099009900985 AUD,0.63,0.06,63.53,63.53 AUD
27/01/2019 20:57,Buy,XLM/AUD,236,0.140035,0.138655815,0.3272277227722782 AUD,0.33,0.03,33.05,33.05 AUD
26/01/2019 8:49,Buy,HOT/AUD,301125.4237,0.001475,0.001460396,4.39762376237627 AUD,4.4,0.4,444.16,444.16 AUD
24/01/2019 15:47,Sell,HOT/AUD,335718.118,0.001323,0.001336364,4.486414849768153 AUD,4.49,0.41,444.16,444.1550701270447 AUD
23/01/2019 8:41,Sell,XLM/HOT,0.23616276,140.877,142.3,0.33605960748000285 HOT,0,0,0.03,33.269901140520005 HOT
23/01/2019 8:40,Buy,XLM/AUD,264.2361628,0.147898,0.146433663,0.38693069306930994 AUD,0.39,0.04,39.08,39.08 AUD
23/01/2019 8:38,Buy,AION/AUD,400,0.197035,0.19509901,0.7803960396039571 AUD,0.78,0.07,78.82,78.82 AUD
23/01/2019 8:37,Buy,XRP/AUD,200,0.458529,0.454009901,0.9080198019802026 AUD,0.91,0.08,91.71,91.71 AUD
22/01/2019 21:40,Sell,LINK/AUD,300,0.698686,0.705743434,2.1172303030303112 AUD,2.12,0.19,209.61,209.60580000000002 AUD
21/01/2019 20:41,Sell,WTC/TRX,60,43.31907692,43.75664336,26.253986013985923 TRX,0.92,0.08,91.34,2599.1446153846155 TRX
21/01/2019 20:40,Sell,SRN/TRX,2540,1.307966339,1.321178121,33.55792426367452 TRX,1.18,0.11,116.5,3322.2345021037877 TRX
21/01/2019 20:36,Buy,TRX/AUD,2818.966003,0.035474,0.035122772,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
21/01/2019 14:29,Sell,WTC/HOT,0.00280443,1493.155714,1508.238095,0.042297481614285815 HOT,0,0,0,4.187450679814285 HOT
21/01/2019 14:29,Sell,SRN/HOT,0.69108936,45.02142857,45.47619048,0.31428111371428713 HOT,0,0,0.03,31.113830257714287 HOT
21/01/2019 5:51,Buy,HOT/AUD,335649.5468,0.000993,0.000983168,3.3000000000000114 AUD,3.3,0.3,333.3,333.30 AUD
20/01/2019 21:28,Sell,HOT/AUD,300000,0.001111,0.001122222,3.3666666666666742 AUD,3.37,0.31,333.3,333.3 AUD
19/01/2019 23:04,Buy,SRN/AUD,540.6910894,0.053857,0.053323762,0.2883168316831686 AUD,0.29,0.03,29.12,29.12 AUD
19/01/2019 22:58,Buy,AION/AUD,100,0.20815,0.206138614,0.20613861386138765 AUD,0.21,0.02,20.82,20.82 AUD
19/01/2019 22:57,Buy,WTC/AUD,0.03,1.6995,1.98019802,0.0005940594059405946 AUD,0,0,0.06,0.06 AUD
19/01/2019 22:29,Sell,GAS/WTC,0.17183608,1.86904856,1.887927839,0.0032441411915482554 WTC,0.01,0,0.54,0.32116997796327684 WTC
17/01/2019 8:52,Buy,TRX/AUD,1393.456329,0.035882,0.035526733,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
16/01/2019 20:56,Buy,WTC/AUD,59.65163445,1.6764,1.65980198,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
16/01/2019 13:42,Sell,LINK/TRX,9.63243692,20.99442478,21.20648968,2.0427017409404016 TRX,0.07,0.01,6.84,202.22747235310086 TRX
16/01/2019 8:58,Sell,NPXS/LINK,673.8878905,0.000772669,0.000780474,0.0052595195088896984 LINK,0,0,0.36,0.5206924313800846 LINK
16/01/2019 8:57,Buy,LINK/AUD,309.1117445,0.714693,0.707616832,2.187326732673256 AUD,2.19,0.2,220.92,220.92 AUD
16/01/2019 6:00,Sell,LINK/AUD,300,0.736398,0.743836364,2.2315090909090998 AUD,2.23,0.2,220.92,220.9194 AUD
14/01/2019 22:23,Sell,LINK/ETH,7.65362005,0.003574951,0.003611062,0.0002763769427512261 ETH,0.05,0,4.47,0.027361317332371356 ETH
14/01/2019 22:23,Buy,ETH/AUD,0.60342746,165.72,164.0792101,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
13/01/2019 5:41,Buy,LINK/AUD,307.6536201,0.592517,0.586650495,1.8048514851485038 AUD,1.8,0.16,182.29,182.29 AUD
12/01/2019 7:42,Sell,LINK/AUD,300,0.60763,0.613767677,1.8413030303030382 AUD,1.84,0.17,182.29,182.289 AUD
10/01/2019 10:41,Sell,SRN/ETH,30,0.000256808,0.000259402,0.00007782064051393978 ETH,0.02,0,1.63,0.0077042434108800005 ETH
10/01/2019 10:41,Sell,LTC/ETH,0.0080021,0.25254096,0.255091879,0.000020412707233862654 ETH,0,0,0.43,0.0020208580161523958 ETH
10/01/2019 10:32,Buy,ETH/AUD,0.46674445,214.25,212.1287162,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
8/01/2019 10:54,Buy,LTC/AUD,0.89413447,55.92,55.36633712,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
8/01/2019 10:51,Sell,GAME/LTC,2.37706064,0.002257411,0.002280214,0.00005420206000658883 LTC,0,0,0.29,0.005366003940652298 LTC
